TARGET,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_HomeImp,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self
1,15000,86000.0,89235.5,1.0,0.0,0.0,63.7,1.0,27.0,34.81826182,0,0,0,0,0,0
1,15000,37000.0,58488.0,2.0,0.0,0.0,266.9333333,0.0,48.0,34.81826182,1,0,1,0,0,0
1,15000,83000.0,114000.0,18.0,0.0,0.0,207.2333333,0.0,27.0,34.81826182,0,0,0,1,0,0
1,15000,40772.0,62025.0,7.0,0.0,1.0,120.6,2.0,19.0,34.81826182,1,0,1,0,0,0
1,15000,20000.0,47394.0,13.0,0.0,0.0,66.13333333,0.0,11.0,34.81826182,1,0,1,0,0,0
1,15000,29000.0,105000.0,7.0,0.0,4.0,97.66666667,1.0,8.0,34.81826182,1,0,1,0,0,0
1,15000,38000.0,73200.0,6.0,0.0,0.0,171.3,0.0,17.0,34.81826182,0,0,1,0,0,0
1,15000,65019.0,89235.5,0.0,2.0,1.0,91.26666667,1.0,10.0,34.81826182,0,0,1,0,0,0
1,15000,89000.0,122400.0,1.0,0.0,2.0,136.4666667,0.0,19.0,34.81826182,1,0,0,0,0,0
1,15000,48786.0,72500.0,10.0,0.0,0.0,75.4,2.0,9.0,34.81826182,0,0,1,0,0,0
1,15000,57900.0,88200.0,10.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,0,1,0,0
1,15000,34200.0,38900.0,9.2,0.0,0.0,170.7,4.0,21.0,34.81826182,0,0,1,0,0,0
1,15000,37624.0,60562.0,7.0,0.0,1.0,186.8666667,7.0,26.0,34.81826182,0,0,1,0,0,0
1,15000,106239.0,135942.0,19.5,0.0,1.0,9.1,2.0,24.0,34.81826182,0,0,0,1,0,0
1,15000,18500.0,19000.0,2.0,0.0,1.0,20.16666667,0.0,2.0,34.81826182,0,0,1,0,0,0
1,15000,5500.0,29025.0,25.0,0.0,5.0,275.5,1.0,19.0,34.81826182,0,0,1,0,0,0
1,15000,71269.0,97500.0,9.0,0.0,0.0,118.1666667,1.0,19.0,34.81826182,0,0,1,0,0,0
1,15000,96931.0,137390.0,0.2,0.0,0.0,114.8666667,1.0,16.0,34.81826182,0,0,1,0,0,0
1,15000,65019.0,74750.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,1,0,0,0
1,15000,62674.0,76950.0,8.0,1.0,5.0,249.5333333,0.0,31.0,34.81826182,1,0,0,0,0,0
1,15000,65019.0,50000.0,0.0,3.0,4.0,206.9666667,1.0,45.0,34.81826182,1,0,1,0,0,0
1,15000,89200.0,114750.0,11.0,0.0,0.0,114.6,0.0,27.0,34.81826182,0,0,0,1,0,0
1,15000,109000.0,155000.0,0.0,3.0,2.0,105.5,1.0,28.0,34.81826182,0,1,0,0,0,0
1,15000,42006.0,89235.5,10.0,0.0,1.0,75.33333333,0.0,33.0,34.81826182,0,0,1,0,0,0
1,15000,153000.0,185625.0,8.0,0.0,2.0,154.2,0.0,31.0,34.81826182,0,0,0,0,0,0
1,15000,33000.0,89235.5,0.9,7.0,5.0,144.8666667,0.0,20.0,34.81826182,0,0,1,0,0,0
1,15000,116400.0,146450.0,17.5,0.0,1.0,255.6666667,1.0,29.0,34.81826182,0,0,1,0,0,0
1,15000,6124.0,35000.0,1.5,1.0,0.0,91.26666667,0.0,5.0,34.81826182,1,0,1,0,0,0
1,15000,18900.0,80400.0,7.0,0.0,1.0,142.0,0.0,12.0,34.81826182,0,0,0,1,0,0
1,15000,54294.0,85460.0,18.0,0.0,3.0,118.6666667,1.0,23.0,34.81826182,0,0,1,0,0,0
1,15000,65019.0,26100.0,1.6,0.0,1.0,105.4666667,17.0,20.0,34.81826182,0,0,1,0,0,0
1,15000,73500.0,105000.0,1.0,0.0,2.0,205.9333333,2.0,25.0,34.81826182,0,0,1,0,0,0
1,15000,40000.0,58000.0,4.0,7.0,0.0,268.8333333,3.0,26.0,34.81826182,0,0,0,1,0,0
1,15000,68000.0,96000.0,12.0,0.0,3.0,109.5666667,0.0,24.0,34.81826182,0,0,0,0,0,0
1,15000,62100.0,40000.0,1.0,0.0,0.0,111.6,2.0,13.0,34.81826182,0,0,0,1,0,0
1,15000,74000.0,90000.0,9.0,1.0,3.0,136.9666667,0.0,27.0,34.81826182,0,0,0,1,0,0
1,15000,16400.0,205950.0,10.0,8.0,3.0,135.9333333,11.0,42.0,34.81826182,0,0,0,0,0,0
1,15000,55300.0,81000.0,5.3,8.0,0.0,259.7333333,4.0,30.0,34.81826182,0,0,1,0,0,0
1,15000,166000.0,182175.0,3.5,4.0,0.0,74.06666667,2.0,14.0,34.81826182,0,0,1,0,0,0
1,15000,54000.0,72865.0,2.9,0.0,1.0,145.1,1.0,15.0,34.81826182,0,1,0,0,0,0
1,15000,47000.0,73900.0,2.0,1.0,5.0,73.1,1.0,16.0,34.81826182,0,1,0,0,0,0
1,15000,82000.0,130000.0,18.0,0.0,5.0,122.7333333,10.0,19.0,34.81826182,0,0,0,0,0,0
1,15000,61438.0,127300.0,4.0,1.0,3.0,134.2666667,1.0,17.0,34.81826182,0,0,0,0,0,1
1,15000,42000.0,111351.0,6.0,0.0,6.0,225.6333333,0.0,17.0,34.81826182,0,0,1,0,0,0
1,15000,79000.0,108000.0,0.4,0.0,0.0,385.5,3.0,31.0,34.81826182,1,0,1,0,0,0
1,15000,125000.0,177100.0,10.0,3.0,1.0,221.1666667,0.0,14.0,34.81826182,1,0,0,1,0,0
1,15000,77544.0,102000.0,4.0,0.0,0.0,11.7,2.0,35.0,34.81826182,0,0,0,0,1,0
1,15000,61265.0,89235.5,22.0,0.0,0.0,186.6666667,1.0,21.0,34.81826182,0,1,0,0,0,0
1,15100,45351.0,65481.0,4.0,0.0,0.0,91.71529252,9.0,18.0,39.07015305,0,0,1,0,0,0
1,15100,54000.0,77542.0,13.0,1.0,1.0,122.5666667,1.0,26.0,34.81826182,1,0,0,1,0,0
1,15100,65019.0,89235.5,0.0,0.0,0.0,173.4666667,0.0,0.0,34.81826182,0,0,1,0,0,0
1,15200,58000.0,77000.0,0.9,1.0,0.0,127.8666667,3.0,26.0,34.81826182,0,0,1,0,0,0
1,15200,105328.0,113931.0,3.0,0.0,0.0,138.1335045,2.0,32.0,61.89063458,1,0,0,1,0,0
1,15200,96341.0,118734.0,1.0,1.0,0.0,90.7327804,1.0,26.0,39.14005597,0,0,1,0,0,0
1,15300,21383.0,38480.0,20.0,0.0,1.0,182.6,4.0,31.0,34.81826182,1,0,0,0,0,0
1,15300,96700.0,89235.5,5.0,0.0,1.0,225.1666667,0.0,24.0,34.81826182,1,0,1,0,0,0
1,15300,78375.0,108175.0,6.0,1.0,0.0,82.10483648,0.0,20.0,22.50324916,1,0,1,0,0,0
1,15300,49421.0,67343.0,4.0,0.0,0.0,57.92941509,6.0,22.0,42.92961419,0,0,1,0,0,0
1,15400,180017.0,206148.0,2.0,0.0,2.0,196.0336579,1.0,49.0,36.41734258,0,0,0,0,0,0
1,15400,63456.0,96794.0,3.0,0.0,0.0,85.52936247,0.0,28.0,37.362645,0,0,0,1,0,0
1,15500,57993.0,82248.0,10.0,0.0,0.0,173.0729685,0.0,16.0,32.14246898,0,0,1,0,0,0
1,15500,48100.0,67000.0,15.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,1,0,0,0
1,15500,26452.0,43900.0,21.0,1.0,2.0,215.0666667,0.0,19.0,34.81826182,0,0,0,0,0,0
1,15500,38900.0,60500.0,8.0,7.0,4.0,95.9,2.0,53.0,34.81826182,0,0,1,0,0,0
1,15500,54653.0,73117.0,13.0,0.0,0.0,173.4666667,0.0,21.29609620076682,29.54185091,0,0,1,0,0,0
1,15500,82054.0,104627.0,3.0,0.0,0.0,9.048515086,1.0,35.0,60.64575626,0,0,0,0,1,0
1,15600,74156.0,101136.0,11.0,0.0,3.0,107.3884676,0.0,24.0,27.69600093,0,0,0,0,0,0
1,15600,63500.0,80000.0,0.2,3.0,0.0,104.5666667,2.0,20.0,34.81826182,0,0,0,0,1,0
1,15600,62582.0,131510.0,2.0,0.0,2.0,122.6040529,1.0,17.0,38.5882224,0,0,0,0,0,1
1,15700,53443.0,77704.0,2.0,0.0,5.0,73.08753889,0.0,16.0,45.19549587,0,1,0,0,0,0
1,15700,149305.0,89235.5,25.0,0.0,2.0,382.8588359,0.0,71.0,38.22834475,0,0,0,1,0,0
1,15700,60316.0,80000.0,0.2,1.0,0.0,85.2,1.0,23.0,34.81826182,0,0,0,0,0,0
1,15700,83761.0,125860.0,1.0,0.0,0.0,173.4666667,0.0,0.0,34.81826182,1,0,1,0,0,0
1,15700,53478.0,68885.0,5.0,0.0,0.0,83.69551611,5.0,17.0,40.34993,0,0,1,0,0,0
1,15800,58100.0,83000.0,2.0,1.0,1.0,284.0666667,4.0,27.0,34.81826182,0,0,0,1,0,0
1,15800,65019.0,58995.0,1.0,2.0,3.0,194.9870881,1.0,45.0,52.20316451,1,0,1,0,0,0
1,15800,104913.0,121214.0,2.0,0.0,0.0,134.0038302,0.0,21.0,44.91516055,0,0,0,1,0,0
1,15800,74815.0,89721.0,16.0,0.0,0.0,173.4666667,0.0,0.0,37.98450463,0,0,0,0,0,0
1,15800,42504.0,64847.0,7.0,0.0,0.0,120.738013,2.0,18.0,36.83445756,1,0,1,0,0,0
1,15800,69928.0,89235.5,23.0,0.0,3.0,82.44398559,1.0,14.0,32.32726246,0,0,1,0,0,0
1,15900,43830.0,59530.0,4.6,1.0,0.0,148.1333333,1.0,27.0,34.81826182,0,0,1,0,0,0
1,15900,89500.0,104200.0,15.0,0.0,3.0,183.6333333,0.0,37.0,34.81826182,0,0,0,1,0,0
1,15900,101337.0,89235.5,4.0,0.0,0.0,235.6274023,0.0,23.0,20.72337565,1,0,1,0,0,0
1,16000,20000.0,60000.0,11.0,0.0,0.0,51.03333333,0.0,9.0,34.81826182,1,0,1,0,0,0
1,16000,69322.0,106189.0,2.0,1.0,1.0,238.4,0.0,31.0,34.81826182,1,0,0,1,0,0
1,16000,83200.0,89235.5,0.6,0.0,0.0,318.5666667,9.0,27.0,34.81826182,0,0,0,1,0,0
1,16000,88238.0,117500.0,4.0,0.0,3.0,176.4666667,5.0,34.0,34.81826182,0,0,1,0,0,0
1,16000,50000.0,71130.0,2.5,0.0,0.0,189.7,0.0,22.0,34.81826182,0,0,0,1,0,0
1,16000,70000.0,87400.0,18.0,0.0,3.0,145.8666667,3.0,18.0,34.81826182,0,1,0,0,0,0
1,16100,49371.0,77400.0,3.0,2.0,2.0,214.0603762,1.0,51.0,44.21676389,0,1,0,0,0,0
1,16100,65019.0,30695.0,11.0,0.0,1.0,64.33574112,2.0,2.0,29.23301484,1,0,1,0,0,0
1,16100,33209.0,52000.0,8.0,0.0,0.0,91.3,1.0,15.0,34.81826182,0,0,1,0,0,0
1,16100,61712.0,82649.0,12.0,0.0,0.0,94.6451236,0.0,9.0,27.5488312,0,0,1,0,0,0
1,16200,83448.0,135447.0,17.0,0.0,5.0,129.7801316,9.0,19.0,45.55441548,0,0,0,0,0,0
1,16200,71530.0,88569.0,14.0,0.0,0.0,173.4666667,0.0,1.0,35.88671015,0,0,0,0,0,0
1,16200,118585.0,131940.0,5.0,0.0,0.0,202.3851699,2.0,40.0,23.97711222,0,0,0,0,1,0
1,16200,23466.0,206368.0,9.0,7.0,3.0,141.0274265,10.0,41.0,32.36849777,0,0,0,0,0,0
1,16200,34984.0,46382.0,11.0,0.0,0.0,175.1443195,3.0,20.0,39.74092813,0,0,1,0,0,0
1,16200,46115.0,61917.0,2.0,0.0,0.0,259.3606975,0.0,47.0,43.71749944,1,0,1,0,0,0
1,16300,31800.0,63000.0,12.0,1.0,5.0,124.9,1.0,14.0,34.81826182,0,0,1,0,0,0
1,16300,79087.0,102921.0,23.0,0.0,0.0,256.2530843,0.0,45.0,36.98708569,0,0,0,0,1,0
1,16300,25004.0,65000.0,2.0,0.0,0.0,199.8333333,0.0,7.0,34.81826182,0,0,1,0,0,0
1,16300,49868.0,76131.0,9.0,0.0,0.0,81.2741558,2.0,9.0,40.37255654,0,0,1,0,0,0
1,16400,54818.0,74447.0,3.0,2.0,3.0,208.0888643,1.0,50.0,41.95642972,0,1,0,0,0,0
1,16400,48700.0,72500.0,7.0,0.0,1.0,127.3,1.0,39.0,34.81826182,0,0,1,0,0,0
1,16500,52028.0,63745.0,7.0,0.0,0.0,105.5303761,4.0,18.0,41.34484584,0,0,1,0,0,0
1,16500,94403.0,89235.5,9.0,0.0,1.0,217.7868414,0.0,19.0,34.81826182,0,1,0,0,0,0
1,16500,92900.0,116000.0,10.0,1.0,0.0,83.16666667,1.0,27.0,34.81826182,0,0,0,0,0,0
1,16500,48833.0,68872.0,1.0,0.0,0.0,60.39065229,0.0,12.0,22.45962439,0,0,1,0,0,0
1,16500,143404.0,165267.0,14.0,0.0,1.0,169.7373629,1.0,31.0,36.178122,0,0,0,0,0,0
1,16500,65900.0,87000.0,26.0,0.0,3.0,109.5666667,5.0,35.0,34.81826182,0,0,1,0,0,0
1,16500,50000.0,89235.5,1.0,0.0,0.0,120.7333333,3.0,11.0,34.81826182,0,0,0,0,0,0
1,16500,67000.0,109500.0,2.0,4.0,0.0,217.1,2.0,24.0,34.81826182,0,0,0,0,0,0
1,16500,43223.0,46925.0,10.0,0.0,0.0,178.0023834,4.0,20.0,40.20633377,0,0,1,0,0,0
1,16600,42259.0,89235.5,1.5,1.0,3.0,209.9666667,0.0,20.0,34.81826182,0,0,1,0,0,0
1,16700,77083.0,103540.0,17.0,0.0,0.0,170.8123729,0.0,10.0,37.2264306,0,0,1,0,0,0
1,16800,44983.0,65000.0,4.0,2.0,1.0,77.03333333,6.0,43.0,34.81826182,0,0,0,0,1,0
1,16800,27623.0,88231.0,8.0,0.0,0.0,122.463272,0.0,12.0,55.96202222,0,0,0,1,0,0
1,16800,69284.0,89235.5,21.0,0.0,0.0,190.6933138,1.0,20.0,35.89402586,0,1,0,0,0,0
1,16800,16204.0,27781.0,1.0,10.0,0.0,190.5770968,0.0,9.0,27.14688565,1,0,1,0,0,0
1,16800,113021.0,146222.0,5.0,3.0,2.0,123.8934197,2.0,65.0,62.55930782,0,0,0,0,0,0
1,16800,87300.0,155500.0,3.0,0.0,0.0,1154.633333,0.0,0.0,34.81826182,0,0,1,0,0,0
1,16800,50445.0,71711.0,5.0,0.0,0.0,71.23076169,5.0,18.0,40.58291348,0,0,1,0,0,0
1,16900,63800.0,85000.0,2.0,0.0,6.0,127.8,2.0,33.0,34.81826182,0,0,1,0,0,0
1,16900,73128.0,101683.0,26.0,0.0,0.0,254.1917975,0.0,45.0,38.51230869,0,0,0,0,1,0
1,17000,65019.0,89235.5,1.0,0.0,0.0,111.2350118,0.0,21.0,31.36287239,1,0,1,0,0,0
1,17000,54218.0,75000.0,5.0,1.0,0.0,177.5,6.0,35.0,34.81826182,0,0,0,0,0,0
1,17000,52663.0,82000.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,1,0,0,0
1,17000,36420.0,54375.0,1.0,1.0,0.0,77.7,1.0,18.0,34.81826182,0,0,1,0,0,0
1,17000,74910.0,112375.0,41.0,0.0,0.0,95.2,3.0,28.0,34.81826182,0,1,0,0,0,0
1,17000,87600.0,110000.0,0.4,6.0,0.0,180.5666667,2.0,46.0,34.81826182,0,0,1,0,0,0
1,17000,52700.0,78000.0,2.0,0.0,0.0,62.9,0.0,10.0,34.81826182,0,0,1,0,0,0
1,17000,61000.0,127000.0,9.0,0.0,5.0,256.7,0.0,40.0,34.81826182,0,0,0,0,0,0
1,17000,62755.0,81180.0,19.0,2.0,0.0,134.9333333,2.0,28.0,34.81826182,0,0,0,1,0,0
1,17000,56800.0,82000.0,22.0,0.0,5.0,320.6,4.0,28.0,34.81826182,0,0,0,1,0,0
1,17000,89600.0,115000.0,20.0,0.0,3.0,99.26666667,0.0,23.0,34.81826182,0,0,0,0,0,1
1,17000,48000.0,69000.0,25.0,0.0,0.0,351.0333333,3.0,24.0,34.81826182,0,1,0,0,0,0
1,17000,43000.0,63500.0,8.0,0.0,0.0,46.66666667,3.0,11.0,34.81826182,0,0,1,0,0,0
1,17000,170636.0,188899.0,1.0,4.0,0.0,67.40828497,1.0,13.0,44.7515722,0,0,1,0,0,0
1,17100,32134.0,69131.0,3.0,0.0,0.0,209.1988005,0.0,6.0,38.632967,0,0,1,0,0,0
1,17200,50742.0,71000.0,15.0,0.0,0.0,173.4666667,0.0,0.0,34.81826182,0,0,1,0,0,0
1,17200,74402.0,89235.5,13.0,0.0,1.0,115.3530306,4.0,34.0,41.35903633,0,0,0,1,0,0
1,17200,62108.0,89235.5,21.0,0.0,0.0,174.3961345,1.0,21.0,34.53892537,0,1,0,0,0,0
1,17300,73000.0,95000.0,5.0,2.0,1.0,90.3,6.0,30.0,34.81826182,0,0,1,0,0,0
1,17300,73503.0,91842.0,0.0,0.0,6.0,142.3320756,1.0,32.0,46.90232438,0,0,1,0,0,0
1,17400,54161.0,75500.0,4.0,0.0,0.0,23.33333333,5.0,11.0,34.81826182,0,1,0,0,0,0
1,17400,96590.0,112115.0,0.0,6.0,0.0,178.6595894,2.0,46.0,41.11788749,0,0,1,0,0,0
1,17400,79623.0,113658.0,0.0,0.0,2.0,212.1291452,2.0,25.0,35.10671964,0,0,1,0,0,0
1,17500,76100.0,98500.0,5.0,10.0,1.0,59.83333333,5.0,16.0,34.81826182,0,0,1,0,0,0
1,17500,110603.0,142000.0,1.0,1.0,0.0,163.0666667,3.0,25.0,34.81826182,0,0,1,0,0,0
1,17500,56647.0,78000.0,11.0,3.0,2.0,92.3,7.0,29.0,34.81826182,0,0,0,1,0,0
1,17500,68000.0,133015.0,19.0,1.0,1.0,177.5,5.0,21.0,34.81826182,0,1,0,0,0,0
1,17500,91000.0,116000.0,0.5,0.0,0.0,188.7333333,3.0,26.0,34.81826182,0,0,0,1,0,0
1,17600,76043.0,95605.0,3.0,2.0,1.0,85.04333493,6.0,30.0,47.84029512,0,0,1,0,0,0
1,17700,58016.0,76416.0,4.0,0.0,0.0,28.01149175,5.0,10.0,41.46337333,0,1,0,0,0,0
1,17900,70046.0,135917.0,1.0,1.0,2.0,138.0110083,0.0,16.0,38.2892023,0,0,0,0,0,1
1,17900,96450.0,135822.0,6.0,0.0,1.0,90.3,6.0,5.0,34.81826182,1,0,0,1,0,0
1,17900,51080.0,92051.0,10.0,0.0,0.0,117.0897854,0.0,31.0,42.373233,1,0,0,0,0,0
1,17900,65019.0,31953.0,10.0,0.0,1.0,74.42930759,1.0,2.0,29.97560335,1,0,1,0,0,0
1,18000,62000.0,160800.0,15.0,0.0,0.0,129.8333333,1.0,11.0,34.81826182,1,0,0,1,0,0
1,18000,12900.0,21500.0,5.0,3.0,0.0,109.5666667,0.0,33.0,34.81826182,1,1,0,0,0,0
1,18000,57988.0,86970.0,16.0,0.0,0.0,165.3333333,2.0,14.0,34.81826182,0,0,1,0,0,0
1,18000,99401.0,140000.0,8.9,2.0,0.0,150.1,3.0,20.0,34.81826182,0,0,1,0,0,0
1,18000,39005.0,60000.0,10.0,2.0,0.0,112.6333333,5.0,5.0,34.81826182,0,0,1,0,0,0
1,18000,47000.0,69000.0,6.0,3.0,2.0,110.6333333,2.0,24.0,34.81826182,0,0,1,0,0,0
1,18000,48724.0,72654.0,7.0,0.0,0.0,62.08860596,0.0,4.0,31.57029892,0,0,1,0,0,0
1,18000,114000.0,147140.0,5.0,0.0,0.0,122.7333333,2.0,13.0,34.81826182,0,0,1,0,0,0
1,18100,23590.0,215548.0,10.0,7.0,2.0,136.5300202,10.0,41.0,33.27229752,0,0,0,0,0,0
1,18200,67809.0,89339.0,0.0,3.0,0.0,102.4609862,2.0,19.0,38.34534078,0,0,0,0,1,0
1,18200,55406.0,78682.0,7.0,0.0,0.0,122.7177095,0.0,39.0,33.6938313,0,0,1,0,0,0
1,18200,139000.0,171350.0,0.1,0.0,1.0,102.5,7.0,18.0,34.81826182,0,0,1,0,0,0
1,18200,95091.0,113294.0,15.0,0.0,3.0,188.504617,0.0,36.0,78.65438605,0,0,0,1,0,0
1,18300,60100.0,82506.0,10.0,3.0,1.0,171.4666667,2.0,64.0,34.81826182,0,0,0,1,0,0
1,18400,88352.0,110216.0,1.0,0.0,0.0,376.7236428,3.0,31.0,47.83067113,1,0,1,0,0,0
1,18400,72718.0,98065.0,8.0,0.0,0.0,119.0578171,0.0,19.0,35.36412843,0,0,1,0,0,0
1,18400,116228.0,148722.0,1.0,0.0,0.0,159.1692347,2.0,25.0,38.07976182,0,0,1,0,0,0
1,18400,43188.0,68876.0,7.0,0.0,0.0,199.000576,6.0,25.0,41.00610329,0,0,1,0,0,0
1,18600,73473.0,105848.0,9.0,0.0,4.0,186.7128357,1.0,14.0,27.64603658,1,0,0,0,0,0
1,18600,23850.0,61808.0,12.0,0.0,0.0,46.94616405,0.0,8.0,40.8529275,1,0,1,0,0,0
1,18600,64248.0,82690.0,0.0,1.0,0.0,89.18900547,0.0,23.0,53.84821989,0,0,0,0,0,0
1,18600,51936.0,75278.0,3.0,0.0,0.0,199.8017542,0.0,21.0,36.99564584,0,0,0,1,0,0
1,18700,39441.0,71345.0,11.0,0.0,4.0,132.8367575,0.0,13.0,27.69164816,0,0,1,0,0,0
1,18700,70562.0,91223.0,27.0,0.0,2.0,112.7103681,4.0,35.0,64.2724769,0,0,1,0,0,0
1,18700,66003.0,82410.0,0.0,1.0,0.0,85.77380757,1.0,23.0,51.5173853,0,0,0,0,0,0
1,18800,67666.0,167619.0,14.0,0.0,0.0,135.9518082,1.0,11.0,47.59052865,1,0,0,1,0,0
1,18800,73396.0,137076.0,18.0,0.0,1.0,163.5920452,4.0,20.0,40.37537241,0,1,0,0,0,0
1,18800,63836.0,87000.0,8.0,2.0,1.0,110.5666667,2.0,33.0,34.81826182,0,0,1,0,0,0
1,18900,51075.0,78045.0,2.0,1.0,5.0,74.09119603,1.0,15.0,42.1982822,0,1,0,0,0,0
1,18900,17800.0,40798.0,6.0,2.0,0.0,167.4666667,2.0,16.0,34.81826182,0,1,0,0,0,0
1,18900,65019.0,75252.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,42.91960497,0,0,1,0,0,0
1,18900,61429.0,84990.0,8.0,3.0,1.0,166.1793992,2.0,64.0,40.43670481,0,0,0,1,0,0
1,19000,42000.0,64000.0,9.0,0.0,0.0,30.46666667,3.0,8.0,34.81826182,0,0,0,0,0,0
1,19000,64758.0,119780.0,19.0,0.0,4.0,349.0,0.0,20.0,34.81826182,0,0,0,1,0,0
1,19000,46300.0,72000.0,5.0,1.0,1.0,215.0333333,6.0,24.0,34.81826182,0,0,0,1,0,0
1,19000,171106.0,200000.0,9.8,3.0,0.0,153.1666667,0.0,26.0,34.81826182,0,0,1,0,0,0
1,19000,93050.0,118000.0,1.0,0.0,0.0,40.56666667,0.0,10.0,34.81826182,0,1,0,0,0,0
1,19000,105200.0,130000.0,5.0,1.0,0.0,237.4333333,1.0,27.0,34.81826182,1,0,0,0,0,1
1,19000,100670.0,122581.0,10.0,0.0,0.0,81.25254742,0.0,27.0,41.86363105,0,0,0,0,0,0
1,19000,24658.0,47027.0,19.0,0.0,0.0,159.1052252,4.0,31.0,53.54819585,1,0,0,0,0,0
1,19000,15100.0,23200.0,3.2,1.0,1.0,64.9,3.0,21.0,34.81826182,1,0,1,0,0,0
1,19200,62334.0,91300.0,8.0,0.0,1.0,92.33333333,4.0,13.0,34.81826182,0,0,0,0,0,0
1,19300,109000.0,135000.0,3.0,0.0,0.0,98.43333333,13.0,14.0,34.81826182,0,1,0,0,0,0
1,19300,27747.0,43740.0,7.0,1.0,0.0,167.6579808,1.0,16.0,35.08607055,0,1,0,0,0,0
1,19300,152000.0,182000.0,1.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,0,0,0,1
1,19300,96454.0,157809.0,3.0,0.0,0.0,1168.233561,0.0,0.0,40.20613826,0,0,1,0,0,0
1,19400,86219.0,126904.0,0.0,0.0,0.0,173.4666667,0.0,0.0,34.48084978,1,0,1,0,0,0
1,19400,178000.0,219300.0,12.0,0.0,0.0,214.3666667,0.0,26.0,34.81826182,1,0,0,1,0,0
1,19500,100077.0,122352.0,3.0,0.0,0.0,58.86102746,0.0,9.0,38.12151833,0,1,0,0,0,0
1,19500,50000.0,89100.0,7.0,2.0,1.0,86.23333333,4.0,25.0,34.81826182,0,0,0,1,0,0
1,19500,47000.0,70000.0,15.0,0.0,0.0,220.1666667,5.0,21.0,34.81826182,0,0,0,0,0,0
1,19600,117646.0,149975.0,4.0,0.0,0.0,114.2136149,1.0,12.0,31.22280265,0,0,1,0,0,0
1,19600,94419.0,123705.0,19.0,0.0,2.0,92.7393804,0.0,22.0,84.37903408,0,0,0,0,0,1
1,19600,109500.0,136000.0,12.0,2.0,0.0,183.9666667,3.0,32.0,34.81826182,0,0,0,1,0,0
1,19700,62351.0,84624.0,0.0,1.0,0.0,88.12651678,1.0,22.0,54.24133474,0,0,0,0,0,0
1,19700,139534.0,172125.0,0.0,0.0,0.0,101.9435185,6.0,17.0,32.76108398,0,0,1,0,0,0
1,19900,93619.0,130000.0,9.0,2.0,5.0,210.9666667,2.0,18.0,34.81826182,0,1,0,0,0,0
1,20000,72000.0,103000.0,0.5,0.0,0.0,174.3,3.0,23.0,34.81826182,0,0,0,1,0,0
1,20000,68958.0,99875.0,11.0,1.0,1.0,117.6666667,0.0,23.0,34.81826182,0,0,0,1,0,0
1,20000,65019.0,115750.0,7.0,0.0,2.0,132.5333333,0.0,10.0,34.81826182,1,0,1,0,0,0
1,20000,71254.0,109200.0,10.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,1,0,0,0
1,20000,27900.0,89235.5,21.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,1,0,0,0,0,0
1,20000,145500.0,194000.0,4.5,0.0,0.0,67.9,5.0,5.0,34.81826182,1,0,0,0,0,1
1,20000,125000.0,165000.0,2.0,0.0,0.0,314.5,0.0,30.0,34.81826182,0,0,0,1,0,0
1,20000,73400.0,94000.0,9.0,0.0,0.0,270.0,2.0,14.0,34.81826182,0,0,0,0,0,0
1,20000,161000.0,204000.0,5.0,3.0,7.0,205.9333333,5.0,25.0,34.81826182,0,0,0,1,0,0
1,20000,117820.0,154000.0,3.0,0.0,0.0,70.99812734,0.0,29.0,34.81826182,0,0,0,0,0,0
1,20000,60336.0,132430.0,25.0,1.0,0.0,258.6666667,1.0,21.0,34.81826182,0,0,1,0,0,0
1,20000,151982.0,89235.5,7.0,2.0,5.0,146.5,1.0,43.0,34.81826182,0,0,0,0,0,1
1,20000,78500.0,109725.0,9.8,0.0,1.0,117.6666667,2.0,30.0,34.81826182,0,0,0,1,0,0
1,20000,104000.0,139900.0,15.0,1.0,1.0,95.36666667,4.0,49.0,34.81826182,0,0,1,0,0,0
1,20000,16000.0,87300.0,28.0,1.0,6.0,232.3333333,1.0,21.0,34.81826182,0,0,1,0,0,0
1,20000,122000.0,166100.0,2.6,0.0,2.0,206.9666667,1.0,18.0,34.81826182,0,0,0,1,0,0
1,20000,47696.03,112700.0,16.0,0.0,3.0,123.7666667,0.0,23.0,34.81826182,0,0,1,0,0,0
1,20000,14361.0,50000.0,7.0,0.0,1.0,216.0666667,1.0,10.0,34.81826182,0,0,1,0,0,0
1,20000,143000.0,185625.0,1.5,2.0,3.0,73.03333333,2.0,11.0,34.81826182,0,1,0,0,0,0
1,20000,21300.0,308600.0,2.0,1.0,0.0,274.9,0.0,30.0,34.81826182,1,0,0,1,0,0
