LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,REASON_HomeImp,JOB_Office,JOB_Other,JOB_ProfExe,JOB_Sales,JOB_Self,TARGET
13500,59941.0,69336.0,29.0,1.0,2.0,182.6956696,1.0,24.0,35.51267298,1,0,1,0,0,0,0
13500,63572.0,102739.0,7.0,0.0,0.0,250.5613569,0.0,12.0,34.91379344,1,0,0,1,0,0,0
13500,88738.0,114815.0,9.0,0.0,0.0,239.7437209,0.0,12.0,41.07711783,0,1,0,0,0,0,0
13500,63150.0,77787.0,10.0,0.0,0.0,258.6215011,0.0,27.0,29.33014205,0,0,1,0,0,0,0
13500,71698.0,93536.0,6.0,0.0,0.0,202.4658818,2.0,19.0,42.81473465,0,0,1,0,0,0,0
13500,59352.0,87767.0,7.0,0.0,0.0,300.5794229,0.0,19.0,28.1182969,1,0,1,0,0,0,0
13500,40023.0,67357.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,38.31942585,0,0,0,0,0,0,0
13500,44586.0,73764.0,2.0,0.0,0.0,263.9311707,0.0,21.0,29.96620202,0,0,1,0,0,0,0
13500,40786.0,66872.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,35.36413972,0,0,0,0,0,0,0
13500,91734.0,114906.0,12.0,0.0,0.0,211.8769452,3.0,15.0,38.10420812,0,0,1,0,0,0,0
13500,82036.0,104261.0,4.0,0.0,1.0,98.41775325,0.0,33.0,39.2941028,1,0,0,1,0,0,0
13500,109258.0,126101.0,2.0,0.0,0.0,130.77657,1.0,25.0,33.53988748,0,0,1,0,0,0,0
13500,73000.0,97000.0,12.0,1.0,0.0,145.2,0.0,23.0,34.81826182,0,0,1,0,0,0,1
13500,70000.0,93500.0,25.0,0.0,0.0,250.6333333,0.0,46.0,34.81826182,0,0,0,0,1,0,1
13500,47900.0,135500.0,2.0,0.0,0.0,276.0666667,5.0,43.0,34.81826182,0,0,1,0,0,0,0
13500,42000.0,62800.0,6.0,0.0,0.0,153.1666667,2.0,12.0,34.81826182,0,0,0,1,0,0,0
13500,65000.0,89235.5,14.0,0.0,2.0,105.5,4.0,34.0,34.81826182,0,0,0,1,0,0,1
13500,80223.0,108491.0,4.0,0.0,4.0,127.8,2.0,27.0,34.81826182,0,0,0,1,0,0,1
13500,83673.0,109000.0,2.3,0.0,1.0,238.4,3.0,57.0,34.81826182,1,0,0,0,0,0,1
13500,28000.0,85999.0,0.0,6.0,4.0,227.2666667,6.0,37.0,34.81826182,0,0,1,0,0,0,1
13500,89184.0,116848.0,13.0,0.0,0.0,174.5064082,1.0,18.0,36.01089152,0,0,0,1,0,0,0
13500,116123.0,145597.0,3.0,0.0,0.0,290.3107749,0.0,46.0,34.69906743,0,0,0,1,0,0,0
13500,67180.0,85634.0,5.0,0.0,0.0,147.3553126,0.0,35.0,28.52255337,0,0,0,0,1,0,0
13500,92989.0,111120.0,13.0,0.0,0.0,209.4605943,3.0,15.0,39.52184453,0,0,1,0,0,0,0
13500,48832.0,144065.0,1.0,0.0,0.0,268.5867999,4.0,43.0,42.69239671,0,0,1,0,0,0,0
13500,117604.0,136099.0,15.0,0.0,0.0,188.2609728,1.0,32.0,31.63052886,0,0,0,1,0,0,0
13500,124696.0,200707.0,0.0,0.0,1.0,348.669492,0.0,16.0,39.55070302,1,1,0,0,0,0,0
13500,117321.0,138746.0,14.0,0.0,1.0,183.2620095,0.0,33.0,31.48679667,0,0,0,1,0,0,0
13600,94727.0,112683.0,11.0,0.0,0.0,209.1299457,3.0,15.0,37.71410706,0,0,1,0,0,0,0
13600,66754.0,80156.0,5.0,0.0,0.0,238.62182,3.0,26.0,31.55270697,0,0,1,0,0,0,0
13600,64799.0,84425.0,14.0,0.0,0.0,115.3238836,0.0,24.0,36.85085748,0,1,0,0,0,0,0
13600,115816.0,212995.0,1.0,0.0,0.0,114.8430305,1.0,14.0,26.3251112,1,0,0,1,0,0,0
13600,65019.0,35396.0,11.0,0.0,0.0,101.7935233,1.0,8.0,32.66950311,0,0,1,0,0,0,0
13600,65019.0,71904.0,0.0,0.0,0.0,173.4666667,0.0,0.0,3.265083387,0,0,1,0,0,0,0
13600,87294.0,115183.0,11.0,0.0,2.0,185.3385058,0.0,28.0,35.54980874,1,0,0,1,0,0,0
13600,66178.0,104378.0,6.0,0.0,0.0,263.9610151,0.0,11.0,36.43846627,1,0,0,1,0,0,0
13600,89937.0,110986.0,14.0,0.0,2.0,146.7187425,1.0,17.0,33.74711583,0,0,0,0,1,0,0
13600,58539.0,67899.0,29.0,1.0,2.0,194.2738338,1.0,23.0,37.13442194,1,0,1,0,0,0,0
13600,66098.0,76014.0,12.0,0.0,0.0,245.6056956,1.0,32.0,43.39620459,1,1,0,0,0,0,0
13600,18232.0,75898.0,19.0,0.0,2.0,399.3557015,0.0,12.0,21.26089485,0,0,0,1,0,0,0
13600,55901.0,87519.0,13.0,0.0,1.0,107.9131329,0.0,23.0,36.3270224,0,1,0,0,0,0,0
13600,41000.0,73440.0,4.0,0.0,0.0,125.7666667,1.0,9.0,34.81826182,0,0,0,0,0,0,0
13600,55864.0,87500.0,9.0,0.0,0.0,193.7666667,0.0,20.0,34.81826182,0,0,0,1,0,0,0
13600,30200.0,43600.0,0.0,8.0,1.0,230.3,0.0,18.0,34.81826182,1,0,1,0,0,0,1
13600,70000.0,88000.0,16.0,0.0,0.0,173.4666667,0.0,0.0,34.81826182,0,0,0,0,0,0,1
13600,90519.0,110885.0,12.0,0.0,0.0,201.8355908,3.0,16.0,39.66605441,0,0,1,0,0,0,0
13600,12724.0,52016.0,24.0,0.0,1.0,269.6287109,0.0,19.0,28.17242611,1,1,0,0,0,0,0
13600,81620.0,101933.0,1.0,0.0,0.0,148.0672908,0.0,22.0,41.61289898,0,0,1,0,0,0,0
13600,7627.0,59173.0,7.0,2.0,0.0,362.5122503,1.0,22.0,14.26712754,1,0,1,0,0,0,0
13600,159591.0,182585.0,7.0,0.0,1.0,199.6986174,3.0,25.0,42.31951831,0,0,0,1,0,0,0
13600,101377.0,131079.0,10.0,0.0,0.0,174.3477876,2.0,32.0,27.96913798,1,0,0,1,0,0,0
13600,39997.0,56571.0,6.0,0.0,0.0,111.0078189,2.0,15.0,38.77313698,0,0,1,0,0,0,0
13600,67354.0,81255.0,10.0,0.0,0.0,255.3787569,4.0,36.0,41.62539858,0,1,0,0,0,0,0
13600,13202.0,50848.0,3.0,0.0,0.0,302.2019151,0.0,16.0,16.77857669,0,0,0,1,0,0,0
13600,112223.0,144451.0,0.0,0.0,0.0,259.733117,1.0,45.0,35.31021701,0,0,0,1,0,0,0
13700,94650.0,109650.0,3.5,0.0,1.0,268.8333333,1.0,34.0,34.81826182,0,1,0,0,0,0,0
13700,81378.0,108628.0,12.0,0.0,2.0,181.7225343,0.0,27.0,32.65202263,1,0,0,1,0,0,0
13700,96225.0,112676.0,2.0,0.0,0.0,144.5336059,1.0,22.0,38.78104826,1,1,0,0,0,0,0
13700,38981.0,67536.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,35.18815986,0,0,0,0,0,0,0
13700,84761.0,95382.0,7.0,0.0,0.0,171.9458387,1.0,25.0,41.96010591,1,1,0,0,0,0,0
13700,74147.0,92427.0,7.0,0.0,3.0,181.3057998,0.0,33.0,39.27246634,0,0,1,0,0,0,1
13700,89345.0,105590.0,6.0,0.0,0.0,201.0424021,2.0,37.0,43.47167729,0,0,0,1,0,0,0
13700,80300.0,98088.0,1.0,0.0,0.0,66.72394684,0.0,20.0,36.5165325,1,0,0,1,0,0,0
13700,90714.0,120292.0,11.0,0.0,0.0,215.6120163,0.0,13.0,40.30430134,0,1,0,0,0,0,0
13700,59012.0,81465.0,12.0,0.0,0.0,167.4333333,0.0,31.0,34.81826182,0,0,0,0,0,0,1
13700,35825.0,66612.0,22.0,0.0,0.0,231.9014789,2.0,29.0,26.70247344,0,1,0,0,0,0,0
13700,27536.0,45819.0,7.0,0.0,0.0,73.45576587,2.0,12.0,28.70919291,1,0,1,0,0,0,0
13700,70018.0,89803.0,24.0,0.0,0.0,154.7521209,1.0,13.0,39.38990883,1,1,0,0,0,0,0
13700,58788.0,87260.0,14.0,0.0,0.0,103.6928184,0.0,24.0,36.66531854,0,1,0,0,0,0,0
13700,46000.0,81000.0,1.5,0.0,1.0,101.5666667,0.0,25.0,34.81826182,0,0,0,1,0,0,1
13700,64486.0,84759.0,4.0,2.0,3.0,182.1802565,3.0,29.0,37.07341346,0,1,0,0,0,0,0
13700,86161.0,106737.0,22.0,0.0,0.0,135.3327036,4.0,23.0,29.40952403,1,0,1,0,0,0,0
13700,12577.0,41075.0,7.0,0.0,0.0,133.5420141,0.0,10.0,22.96477273,0,0,0,0,0,0,0
13700,95065.0,123858.0,9.0,0.0,0.0,176.9525325,0.0,27.0,34.59683753,0,0,1,0,0,0,0
13700,74015.0,113766.0,7.0,0.0,0.0,75.89241528,2.0,14.0,36.39536633,0,0,1,0,0,0,0
13700,32942.0,40143.0,8.0,0.0,0.0,65.00074225,2.0,12.0,30.26836885,1,0,1,0,0,0,0
13700,96597.0,120380.0,13.0,0.0,0.0,181.4048504,1.0,17.0,34.31543721,0,0,0,1,0,0,0
13700,70763.0,78449.0,12.0,0.0,0.0,271.6567243,5.0,36.0,40.56198365,0,1,0,0,0,0,0
13700,53094.0,79069.0,2.0,0.0,2.0,155.8152865,0.0,13.0,29.55636639,1,0,1,0,0,0,0
13700,60623.0,83979.0,7.0,0.0,0.0,308.1085404,0.0,20.0,29.48252787,1,0,1,0,0,0,0
13700,84996.0,112522.0,9.0,0.0,1.0,171.9534106,0.0,28.0,32.84350491,1,0,0,1,0,0,0
13700,46611.0,65031.0,2.0,0.0,0.0,179.4433323,0.0,13.0,37.70515917,0,0,1,0,0,0,0
13700,77824.0,94840.0,6.0,0.0,0.0,195.0421854,3.0,19.0,43.33534671,0,0,1,0,0,0,0
13700,88654.0,114011.0,10.0,0.0,0.0,250.3295845,0.0,25.0,30.97173013,1,0,0,0,0,0,0
13700,73600.0,92000.0,9.0,1.0,2.0,347.9666667,0.0,42.0,34.81826182,0,0,0,1,0,0,0
13700,59530.0,81068.0,0.0,0.0,0.0,108.0191417,3.0,10.0,37.84664809,0,0,1,0,0,0,0
13800,65019.0,44459.0,4.0,0.0,0.0,169.0054102,0.0,9.0,21.5328971,1,0,0,0,0,0,0
13800,73688.0,94071.0,9.0,0.0,0.0,221.2231427,2.0,28.0,41.48214297,0,1,0,0,0,0,0
13800,94843.0,125541.0,2.0,0.0,2.0,159.2524968,0.0,26.0,42.30523974,1,0,0,0,0,0,0
13800,57481.0,89421.0,9.0,0.0,0.0,183.1093606,0.0,19.0,22.64339555,0,0,0,1,0,0,0
13800,76537.0,108747.0,5.0,0.0,0.0,73.07523809,1.0,14.0,34.2526057,0,0,1,0,0,0,0
13800,77130.0,127000.0,15.0,0.0,0.0,296.3333333,0.0,19.0,34.81826182,0,0,0,1,0,0,0
13800,35807.0,40700.0,1.0,0.0,0.0,91.26666667,1.0,17.0,34.81826182,0,0,1,0,0,0,1
13800,40674.0,61216.0,7.0,0.0,0.0,108.7902333,2.0,19.0,40.99070382,0,0,1,0,0,0,0
13800,31974.0,44417.0,7.0,0.0,0.0,76.93312296,1.0,12.0,30.42242943,1,0,1,0,0,0,0
13800,85805.0,135789.0,15.0,0.0,0.0,303.6882297,0.0,18.0,27.86907921,0,0,0,1,0,0,0
13800,18714.0,47905.0,25.0,0.0,0.0,259.1030228,0.0,19.0,29.47966234,1,1,0,0,0,0,0
13800,65019.0,43082.0,0.0,0.0,0.0,316.0362444,0.0,9.0,26.16601382,1,0,1,0,0,0,0
13800,21711.0,32357.0,7.0,0.0,0.0,105.6662342,0.0,17.0,20.3331556,0,1,0,0,0,0,0
13800,85969.0,101664.0,0.0,0.0,0.0,68.58368974,0.0,19.0,36.83942264,1,0,0,1,0,0,0
13800,75142.0,95667.0,19.0,0.0,0.0,230.4575544,10.0,24.0,33.38331418,0,0,0,0,0,0,0
13800,65178.0,79000.0,11.0,0.0,3.0,111.6,1.0,23.0,34.81826182,0,1,0,0,0,0,1
13800,152441.0,184723.0,6.0,0.0,0.0,217.2421291,3.0,25.0,40.82734463,0,0,0,1,0,0,0
13800,78645.0,130104.0,16.0,0.0,0.0,295.7213173,0.0,19.0,29.96660243,0,0,0,1,0,0,0
13800,67762.0,80748.0,8.0,0.0,0.0,135.9486225,0.0,35.0,27.19410701,0,0,0,0,1,0,0
13800,97778.0,116814.0,15.0,1.0,3.0,120.7813962,1.0,22.0,23.20471329,0,0,1,0,0,0,1
13800,65019.0,44092.0,5.0,0.0,0.0,173.8758677,0.0,10.0,20.6823774,1,0,0,0,0,0,0
13900,57700.0,74350.0,8.5,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,1,0,0,0,0
13900,77699.0,92587.0,13.0,0.0,2.0,134.6335792,0.0,36.0,39.19614946,0,0,1,0,0,0,1
13900,65019.0,89235.5,4.0,0.0,2.0,209.4799103,0.0,15.0,35.77489179,1,0,1,0,0,0,1
13900,11413.0,81273.0,7.0,0.0,0.0,239.083696,0.0,14.0,19.62614951,0,0,1,0,0,0,0
13900,64356.0,88028.0,13.0,0.0,0.0,111.8099755,0.0,24.0,39.00850812,0,1,0,0,0,0,0
13900,96326.0,144668.0,15.0,0.0,0.0,142.0379034,5.0,21.0,34.12275351,1,0,0,1,0,0,0
13900,41641.0,53200.0,7.0,0.0,0.0,83.06246819,0.0,15.0,42.40363421,0,0,1,0,0,0,0
13900,56710.0,59348.0,14.0,2.0,1.0,176.5303274,0.0,39.0,24.39371452,1,0,1,0,0,0,1
13900,68876.0,90813.0,7.0,0.0,0.0,284.4969036,0.0,19.0,31.16414999,1,0,1,0,0,0,0
13900,62968.0,84947.0,13.0,0.0,0.0,239.7732321,3.0,37.0,42.23618914,0,1,0,0,0,0,0
13900,65437.0,94518.0,10.0,0.0,0.0,182.4007551,0.0,19.0,21.29607532,0,0,0,1,0,0,0
13900,155486.0,178789.0,7.0,0.0,1.0,192.482316,4.0,26.0,41.17671183,0,0,0,1,0,0,0
13900,80960.0,100730.0,0.0,0.0,0.0,153.0875555,0.0,22.0,40.19530694,0,0,1,0,0,0,0
13900,62103.0,80000.0,5.5,0.0,0.0,120.7,1.0,20.0,34.81826182,0,1,0,0,0,0,0
13900,78442.0,105065.0,0.0,0.0,0.0,71.55047746,0.0,19.0,34.75170874,1,0,0,1,0,0,0
13900,65019.0,40881.0,0.0,0.0,0.0,297.9070847,1.0,8.0,25.94071095,1,0,1,0,0,0,0
13900,84427.0,114209.0,12.0,0.0,2.0,180.1874224,0.0,27.0,33.35187025,1,0,0,1,0,0,0
13900,144263.0,167164.0,8.0,2.0,6.0,111.5886033,5.0,38.0,91.61259998,0,0,0,1,0,0,1
13900,95351.0,117381.0,12.0,0.0,0.0,210.2021295,0.0,11.0,41.01100137,0,1,0,0,0,0,0
13900,71425.0,81012.0,2.0,0.0,0.0,242.9405141,2.0,26.0,32.17503606,0,0,1,0,0,0,0
13900,51653.0,85578.0,13.0,0.0,0.0,90.27307943,0.0,7.0,41.69337722,0,0,1,0,0,0,1
13900,80836.0,93912.0,5.0,2.0,0.0,69.26840914,0.0,20.0,23.91634661,0,0,1,0,0,0,0
13900,127259.0,194233.0,1.0,0.0,1.0,341.6435017,0.0,16.0,40.10765909,1,1,0,0,0,0,0
13900,103030.0,114131.0,3.0,0.0,0.0,173.4666667,0.0,0.0,38.39422244,0,0,0,0,0,0,1
13900,65019.0,80868.0,18.0,0.0,0.0,278.3014245,1.0,7.0,43.31320023,0,0,0,1,0,0,1
13900,85358.0,101401.0,0.0,0.0,0.0,145.7941061,0.0,22.0,40.11441144,0,0,1,0,0,0,0
13900,88746.0,108160.0,9.0,0.0,0.0,234.9489511,0.0,25.0,30.95143737,1,0,0,0,0,0,0
13900,77007.0,96718.0,8.0,2.0,0.0,183.6086672,0.0,30.0,26.43131452,0,0,0,1,0,0,0
13900,50415.0,68166.0,10.0,0.0,0.0,235.680967,0.0,17.0,33.77003753,0,0,1,0,0,0,0
13900,48110.0,63601.0,5.0,0.0,0.0,153.7353987,1.0,12.0,29.96468739,0,0,0,1,0,0,0
13900,63831.0,81378.0,9.0,0.0,0.0,173.4666667,0.0,21.29609620076682,24.37105048,0,0,1,0,0,0,0
13900,65019.0,27779.0,12.0,0.0,0.0,95.94866523,1.0,9.0,34.1663452,0,0,1,0,0,0,0
13900,47741.0,69111.0,2.0,0.0,0.0,254.2596131,0.0,21.0,28.88561818,0,0,1,0,0,0,0
13900,33403.0,69878.0,8.0,0.0,0.0,259.8132832,1.0,16.0,23.73521616,0,0,0,1,0,0,0
14000,99652.0,113012.0,17.0,1.0,0.0,255.9614279,0.0,16.0,35.45381036,0,1,0,0,0,0,0
14000,51721.0,61193.0,0.0,0.0,0.0,186.9993588,2.0,12.0,25.81001106,0,0,1,0,0,0,0
14000,65019.0,28992.0,7.0,0.0,0.0,342.0666667,2.0,14.0,34.81826182,1,0,1,0,0,0,1
14000,65019.0,89235.5,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,25.68971094,0,0,1,0,0,0,0
14000,92583.0,114379.0,10.0,0.0,0.0,169.4483417,0.0,27.0,34.1307686,0,0,1,0,0,0,0
14000,37019.0,57125.0,7.0,0.0,0.0,69.82355313,0.0,15.0,41.63705877,0,0,1,0,0,0,0
14000,65019.0,58407.0,8.0,0.0,0.0,107.5333333,0.0,15.0,34.81826182,0,0,1,0,0,0,0
14000,83645.0,101615.0,5.0,0.0,0.0,116.3376843,0.0,26.0,28.29673484,1,0,0,1,0,0,0
14000,67881.0,93390.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,1,0,0,0,1
14000,65019.0,42500.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,34.81826182,0,0,1,0,0,0,1
14000,62000.0,88500.0,9.0,0.0,0.0,107.3666667,0.0,11.0,34.81826182,1,1,0,0,0,0,0
14000,27872.0,48125.0,10.0,0.0,0.0,115.6,1.0,10.0,34.81826182,1,0,1,0,0,0,0
14000,42767.0,60950.0,7.0,0.0,1.0,117.6666667,3.0,49.0,34.81826182,0,0,1,0,0,0,0
14000,92739.0,125000.0,6.0,0.0,0.0,248.6,3.0,42.0,34.81826182,0,0,0,0,0,0,0
14000,32000.0,48500.0,4.0,0.0,0.0,255.6666667,1.0,35.0,34.81826182,0,0,0,1,0,0,0
14000,42000.0,60000.0,27.0,1.0,0.0,281.0666667,1.0,17.0,34.81826182,0,0,0,0,0,0,0
14000,64000.0,78000.0,7.4,0.0,0.0,174.4333333,0.0,20.0,34.81826182,0,0,0,1,0,0,1
14000,65000.0,89235.5,23.0,0.0,3.0,109.5666667,1.0,15.0,34.81826182,0,0,1,0,0,0,1
14000,139000.0,159000.0,13.0,0.0,1.0,171.4333333,1.0,32.0,34.81826182,0,0,0,0,0,0,1
14000,85200.0,89235.5,8.0,1.0,0.0,188.6666667,4.0,17.0,34.81826182,1,0,1,0,0,0,1
14000,46400.0,89235.5,18.0,0.0,1.0,145.0666667,1.0,14.0,34.81826182,0,0,1,0,0,0,1
14000,49207.0,70525.0,3.0,3.0,3.0,205.9666667,2.0,51.0,34.81826182,0,1,0,0,0,0,1
14000,46541.0,64338.0,0.0,0.0,0.0,204.4094433,1.0,12.0,28.36479851,0,0,1,0,0,0,0
14000,59736.0,97411.0,7.0,0.0,0.0,200.1553656,1.0,19.0,20.11698203,0,0,0,1,0,0,0
14000,63451.0,105702.0,8.0,0.0,0.0,257.2263251,1.0,12.0,33.90306382,1,0,0,1,0,0,0
14000,50890.0,68722.0,8.0,0.0,1.0,135.7684854,2.0,49.0,29.44804553,0,0,1,0,0,0,0
14000,73062.0,88783.0,6.0,0.0,0.0,211.1025521,2.0,18.0,42.25458004,0,0,1,0,0,0,0
14000,43173.0,65985.0,5.0,0.0,0.0,215.9858947,3.0,18.0,37.14869173,1,0,0,1,0,0,0
14000,65019.0,89235.5,17.0,0.0,7.0,184.6131909,0.0,12.0,18.19428042,1,0,1,0,0,0,1
14100,98856.0,143292.0,13.0,0.0,0.0,105.7717261,4.0,21.0,37.4582804,1,0,0,1,0,0,0
14100,79345.0,135554.0,15.0,0.0,0.0,301.5639913,0.0,19.0,29.17813328,0,0,0,1,0,0,0
14100,36309.0,53321.0,8.0,0.0,0.0,110.2063505,1.0,10.0,19.18791401,1,0,1,0,0,0,0
14100,52302.0,63589.0,6.0,0.0,0.0,130.3424672,4.0,8.0,34.79283165,1,0,0,1,0,0,1
14100,59402.0,91057.0,8.0,0.0,0.0,194.6346173,0.0,20.0,22.02326465,0,0,0,1,0,0,0
14100,54081.0,68577.0,8.0,0.0,0.0,237.6822783,0.0,17.0,33.08901751,0,0,1,0,0,0,0
14100,43927.0,60000.0,0.0,0.0,0.0,0.0,12.0,8.0,34.81826182,0,0,1,0,0,0,1
14100,51723.0,77207.0,21.0,0.0,0.0,199.533048,0.0,15.0,25.09214722,0,0,0,1,0,0,0
14100,81894.0,98285.0,6.0,0.0,0.0,151.4710746,1.0,26.0,42.28213788,0,0,0,0,0,0,0
14100,86730.0,117667.0,1.0,0.0,2.0,134.3555745,0.0,34.0,31.98051047,0,0,0,1,0,0,0
14100,86996.0,108452.0,19.0,0.0,0.0,134.9932518,4.0,24.0,29.77894608,1,0,1,0,0,0,0
14100,49927.0,67761.0,26.0,0.0,0.0,276.5499132,1.0,16.0,36.59939111,0,0,0,0,0,0,0
14100,65994.0,80037.0,8.0,0.0,0.0,173.4666667,0.0,21.29609620076682,27.73520406,0,0,1,0,0,0,0
14100,61036.0,84979.0,1.0,0.0,0.0,174.5911708,2.0,23.0,50.27621494,1,0,0,0,0,0,1
14200,102512.0,128657.0,8.0,0.0,0.0,178.3390263,3.0,32.0,27.54114088,1,0,0,1,0,0,0
14200,84718.0,103804.0,21.0,0.0,0.0,123.6635751,4.0,23.0,30.63534815,1,0,1,0,0,0,0
14200,34558.0,40754.0,8.0,0.0,0.0,76.43121321,2.0,11.0,31.04118388,1,0,1,0,0,0,0
14200,65019.0,31671.0,13.0,0.0,0.0,82.99126514,2.0,8.0,33.21510402,0,0,1,0,0,0,0
14200,94696.0,121528.0,10.0,0.0,0.0,209.0518045,0.0,12.0,39.64882408,0,1,0,0,0,0,0
14200,44412.0,72946.0,19.0,0.0,0.0,196.1321341,0.0,15.0,23.77320187,0,0,0,1,0,0,0
14200,68750.0,88627.0,10.0,0.0,1.0,219.6728008,0.0,32.0,34.6399614,0,0,1,0,0,0,1
14200,46320.0,62044.0,6.0,0.0,0.0,106.9838955,2.0,49.0,29.05790842,0,0,1,0,0,0,0
14200,73533.0,88924.0,21.0,0.0,0.0,232.353323,10.0,23.0,36.47070702,0,0,0,0,0,0,0
14200,71979.0,86443.0,2.0,0.0,0.0,238.2643462,3.0,25.0,32.13676623,0,0,1,0,0,0,0
14200,100663.0,122021.0,0.0,0.0,0.0,139.9839768,0.0,20.0,43.79745956,0,0,0,1,0,0,1
14200,65019.0,49060.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,24.701642,0,0,1,0,0,0,1
14200,100664.0,129166.0,4.0,0.0,0.0,255.6876484,2.0,41.0,38.74675979,0,0,0,0,0,0,0
14200,64235.0,76965.0,9.0,0.0,0.0,173.4666667,0.0,21.29609620076682,24.83595792,0,0,1,0,0,0,0
14200,60570.0,74648.0,2.0,0.0,0.0,137.8411053,2.0,35.0,40.2897613,0,0,0,1,0,0,0
14200,102789.0,123691.0,3.0,0.0,0.0,127.0600081,1.0,26.0,31.33876448,0,0,1,0,0,0,0
14200,83231.0,99400.0,6.0,0.0,0.0,130.1675148,1.0,26.0,27.17296471,1,0,0,1,0,0,0
14300,52260.0,73000.0,0.6,1.0,3.0,62.9,0.0,17.0,34.81826182,0,0,0,0,0,0,1
14300,43826.0,70517.0,0.0,0.0,0.0,260.0849449,0.0,20.0,28.83993348,0,0,1,0,0,0,0
14300,85631.0,100000.0,20.0,0.0,0.0,144.999297,3.0,23.0,30.13063638,1,0,1,0,0,0,0
14300,19111.0,49794.0,23.0,0.0,0.0,262.3067403,0.0,19.0,30.93367839,1,1,0,0,0,0,0
14300,67018.0,81805.0,1.0,0.0,0.0,253.5924509,3.0,25.0,30.68621875,0,0,1,0,0,0,0
14300,65019.0,63319.0,0.0,0.0,0.0,173.4666667,0.0,0.0,3.9608595,0,0,1,0,0,0,0
14300,111623.0,127049.0,2.0,0.0,0.0,145.1018727,1.0,26.0,34.42963198,0,0,1,0,0,0,0
14300,60811.0,89324.0,8.0,0.0,0.0,205.6830398,0.0,20.0,20.98981184,0,0,0,1,0,0,0
14300,45615.0,80818.0,4.0,0.0,0.0,115.136885,0.0,9.0,28.73834319,0,0,0,0,0,0,0
14300,81000.0,100000.0,30.0,0.0,1.0,333.8333333,2.0,50.0,34.81826182,0,1,0,0,0,0,0
14300,21828.0,38000.0,17.0,1.0,0.0,103.5,1.0,17.0,34.81826182,0,0,0,0,0,0,0
14300,37000.0,54000.0,0.0,0.0,0.0,320.6333333,2.0,26.0,34.81826182,0,0,1,0,0,0,1
14300,33261.0,41835.0,9.0,0.0,0.0,155.1431608,6.0,28.0,40.50295999,0,0,1,0,0,0,0
14300,93989.0,117410.0,10.0,0.0,0.0,220.899221,0.0,12.0,39.87750077,0,1,0,0,0,0,0
14300,85478.0,113372.0,9.0,0.0,0.0,190.7530437,1.0,36.0,40.77814232,0,0,0,1,0,0,0
14300,65019.0,41870.0,0.0,0.0,0.0,314.4683435,0.0,8.0,27.60891892,1,0,1,0,0,0,0
14300,65019.0,29115.0,14.0,0.0,0.0,82.06640517,2.0,7.0,32.76978633,0,0,1,0,0,0,0
14300,94062.0,102052.0,14.0,0.0,2.0,133.3781085,1.0,17.0,35.71661211,0,0,0,0,1,0,0
14300,80299.0,123339.0,7.0,0.0,0.0,173.4666667,0.0,21.29609620076682,35.31117092,0,0,1,0,0,0,0
14300,31607.0,70118.0,6.0,0.0,0.0,255.7195673,0.0,15.0,23.0629138,0,0,0,1,0,0,0
14300,52608.0,76936.0,0.0,0.0,0.0,217.2771919,0.0,9.0,34.09538404,0,0,1,0,0,0,0
14300,70322.0,88626.0,3.0,0.0,0.0,244.8398642,2.0,26.0,32.64754112,0,0,1,0,0,0,0
14300,89984.0,121189.0,4.0,0.0,2.0,137.5978233,0.0,25.0,41.61332522,1,0,0,0,0,0,0
14400,64500.0,83000.0,10.0,0.0,0.0,83.2,3.0,11.0,34.81826182,0,0,1,0,0,0,0
14400,34291.0,68444.0,6.0,0.0,0.0,262.0791636,1.0,15.0,21.98106645,0,0,0,1,0,0,0
14400,77366.0,130330.0,14.0,0.0,1.0,285.200062,1.0,18.0,28.1716511,0,0,0,1,0,0,0
14400,63671.0,70982.0,0.0,0.0,0.0,169.346647,1.0,34.0,42.79163252,0,0,0,1,0,0,0
14400,65019.0,69712.0,0.0,0.0,0.0,173.4666667,0.0,0.0,2.553521964,0,0,1,0,0,0,0
14400,20996.0,41987.0,9.0,0.0,0.0,120.9555144,0.0,10.0,21.11871262,0,0,0,0,0,0,0
14400,32683.0,48467.0,11.0,0.0,0.0,114.4120329,0.0,10.0,21.46972396,1,0,1,0,0,0,0
14400,46955.0,67304.0,2.0,0.0,0.0,171.6224654,0.0,13.0,36.55518895,0,0,1,0,0,0,0
14400,61121.0,88844.0,7.0,0.0,0.0,295.792111,0.0,20.0,30.30376695,1,0,1,0,0,0,0
14400,78965.0,90729.0,4.0,0.0,0.0,132.6602719,2.0,26.0,39.68695911,0,0,0,0,0,0,0
14400,89605.0,106290.0,20.0,0.0,0.0,121.7476008,4.0,24.0,29.30354901,1,0,1,0,0,0,0
